name,type,rarity,setName,setCode,isUniversesBeyond,releaseDate,year,keywords,keywordCount,manaValue,power,toughness,coreStats,defense,colors,isMulticolor,text,commanderLegal,edhrecRank
"raul, trouble shooter",legendary creature — zombie mutant rogue,uncommon,Fallout,PIP,True,2024-03-08,2024,['Mill'],1,3.0,1.0,4.0,8.0,,"['B', 'U']",True,"Once during each of your turns, you may cast a spell from among cards in your graveyard that were milled this turn.
{T}: Each player mills a card. (They each put the top card of their library into their graveyard.)",True,4917.0
"red death, shipwrecker",legendary creature — crab mutant,rare,Fallout,PIP,True,2024-03-08,2024,"['Alluring Eyes', 'Goad']",2,2.0,1.0,3.0,6.0,,"['R', 'U']",True,"Alluring Eyes - {T}: Goad target creature an opponent controls. That player draws a card. You add {R}. (Until your next turn, that creature attacks each combat if able and attacks a player other than you if able.)",True,6224.0
"rex, cyber-hound",legendary artifact creature — robot dog,rare,Fallout,PIP,True,2024-03-08,2024,['Mill'],1,3.0,2.0,2.0,7.0,,"['U', 'W']",True,"Whenever Rex deals combat damage to a player, they mill two cards and you get {E}{E} (two energy counters).
Pay {E}{E}: Choose target creature card in a graveyard. Exile it with a brain counter on it. Activate only as a sorcery.
Rex has all activated abilities of all cards in exile with brain counters on them.",True,8191.0
sentinel sarah lyons,legendary creature — human knight,rare,Fallout,PIP,True,2024-03-08,2024,"['Battalion', 'Haste']",2,5.0,4.0,4.0,13.0,,"['R', 'W']",True,"Haste
As long as an artifact entered the battlefield under your control this turn, creatures you control get +2/+2.
Battalion - Whenever Sentinel Sarah Lyons and at least two other creatures attack, Sentinel Sarah Lyons deals damage equal to the number of artifacts you control to target player.",True,7191.0
"shaun, father of synths",legendary creature — human scientist,rare,Fallout,PIP,True,2024-03-08,2024,[],0,5.0,3.0,4.0,12.0,,"['R', 'U']",True,"Whenever you attack, you may create a tapped and attacking token that's a copy of target attacking legendary creature you control other than Shaun, except it's not legendary and it's a Synth artifact creature in addition to its other types.
When Shaun leaves the battlefield, exile all Synth tokens you control.",True,6065.0
"three dog, galaxy news dj",legendary creature — human bard,rare,Fallout,PIP,True,2024-03-08,2024,[],0,3.0,1.0,5.0,9.0,,"['R', 'W']",True,"Whenever you attack, you may pay {2} and sacrifice an Aura attached to Three Dog. When you sacrifice an Aura this way, for each other attacking creature you control, create a token that's a copy of that Aura attached to that creature.",True,9855.0
vault 11: voter's dilemma,enchantment — saga,rare,Fallout,PIP,True,2024-03-08,2024,[],0,4.0,,,4.0,,"['B', 'W']",True,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I - For each opponent, you create a 1/1 white Human Soldier creature token.
II, III - Each player secretly votes for up to one creature, then those votes are revealed. If no creature got votes, each player draws a card. Otherwise, destroy each creature with the most votes or tied for most votes.",True,11217.0
vault 87: forced evolution,enchantment — saga,rare,Fallout,PIP,True,2024-03-08,2024,[],0,5.0,,,5.0,,"['G', 'U']",True,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I - Gain control of target non-Mutant creature for as long as you control this Saga.
II - Put a +1/+1 counter on target creature you control. It becomes a Mutant in addition to its other types.
III - Draw cards equal to the greatest power among Mutants you control.",True,10156.0
vault 112: sadistic simulation,enchantment — saga,rare,Fallout,PIP,True,2024-03-08,2024,[],0,4.0,,,4.0,,"['R', 'U']",True,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I, II - Tap up to one target creature and put a stun counter on it. You get {E}{E} (two energy counters).
III - Pay any amount of {E}. If you paid one or more {E} this way, shuffle your library, then exile that many cards from the top. You may play one of those cards without paying its mana cost.",True,9737.0
white glove gourmand,creature — human noble,uncommon,Fallout,PIP,True,2024-03-08,2024,['Food'],1,4.0,2.0,2.0,8.0,,"['B', 'W']",True,"When this creature enters, create two 1/1 white Human Soldier creature tokens.
At the beginning of your end step, if another Human died under your control this turn, create a Food token.",True,12521.0
young deathclaws,creature — lizard mutant,uncommon,Fallout,PIP,True,2024-03-08,2024,['Menace'],1,4.0,4.0,2.0,10.0,,"['B', 'G']",True,"Menace (This creature can't be blocked except by two or more creatures.)
Each creature card in your graveyard has scavenge. The scavenge cost is equal to its mana cost. (Exile a creature card from your graveyard and pay its mana cost: Put a number of +1/+1 counters equal to that card's power on target creature. Scavenge only as a sorcery.)",True,10914.0
agility bobblehead,artifact — bobblehead,uncommon,Fallout,PIP,True,2024-03-08,2024,[],0,3.0,,,3.0,,[],False,"{T}: Add one mana of any color.
{3}, {T}: Up to X target creatures you control each gain haste until end of turn and can't be blocked this turn except by creatures with haste, where X is the number of Bobbleheads you control as you activate this ability.",True,4901.0
behemoth of vault 0,artifact creature — robot,uncommon,Fallout,PIP,True,2024-03-08,2024,['Trample'],1,6.0,6.0,6.0,18.0,,[],False,"Trample
When this creature enters, you get {E}{E}{E}{E} (four energy counters).
When this creature dies, you may pay an amount of {E} equal to target nonland permanent's mana value. When you do, destroy that permanent.",True,6512.0
brotherhood vertibird,artifact — vehicle,rare,Fallout,PIP,True,2024-03-08,2024,"['Crew', 'Flying']",2,3.0,,4.0,7.0,,[],False,"Flying
Brotherhood Vertibird's power is equal to the number of artifacts you control.
Crew 2 (Tap any number of creatures you control with total power 2 or greater: This Vehicle becomes an artifact creature until end of turn.)",True,4819.0
c.a.m.p.,artifact — fortification,uncommon,Fallout,PIP,True,2024-03-08,2024,['Fortify'],1,3.0,,,3.0,,[],False,"Whenever fortified land is tapped for mana, put a +1/+1 counter on target creature you control. If that creature shares a color with the mana that land produced, create a Junk token. (It's an artifact with ""{T}, Sacrifice this token: Exile the top card of your library. You may play that card this turn. Activate only as a sorcery."")
Fortify {3} ({3}: Attach to target land you control. Fortify only as a sorcery.)",True,13040.0
charisma bobblehead,artifact — bobblehead,uncommon,Fallout,PIP,True,2024-03-08,2024,[],0,3.0,,,3.0,,[],False,"{T}: Add one mana of any color.
{4}, {T}: Create X 1/1 white Soldier creature tokens, where X is the number of Bobbleheads you control. Activate only as a sorcery.",True,5746.0
"ed-e, lonesome eyebot",legendary artifact creature — robot,rare,Fallout,PIP,True,2024-03-08,2024,"['ED-E My Love', 'Flying']",2,3.0,2.0,1.0,6.0,,[],False,"Flying
ED-E My Love - Whenever you attack, if the number of attacking creatures is greater than the number of quest counters on ED-E, put a quest counter on it.
{2}, Sacrifice ED-E: Draw a card, then draw an additional card for each quest counter on ED-E.",True,8693.0
endurance bobblehead,artifact — bobblehead,uncommon,Fallout,PIP,True,2024-03-08,2024,[],0,3.0,,,3.0,,[],False,"{T}: Add one mana of any color.
{3}, {T}: Up to X target creatures you control get +1/+0 and gain indestructible until end of turn, where X is the number of Bobbleheads you control as you activate this ability. Activate only as a sorcery.",True,5681.0
expert-level safe,artifact,uncommon,Fallout,PIP,True,2024-03-08,2024,[],0,2.0,,,2.0,,[],False,"When this artifact enters, exile the top two cards of your library face down.
{1}, {T}: You and target opponent each secretly choose 1, 2, or 3. Then those choices are revealed. If they match, sacrifice this artifact and put all cards exiled with it into their owners' hands. Otherwise, exile the top card of your library face down.",True,16861.0
intelligence bobblehead,artifact — bobblehead,uncommon,Fallout,PIP,True,2024-03-08,2024,[],0,3.0,,,3.0,,[],False,"{T}: Add one mana of any color.
{5}, {T}: Draw X cards, where X is the number of Bobbleheads you control.",True,5740.0
luck bobblehead,artifact — bobblehead,uncommon,Fallout,PIP,True,2024-03-08,2024,['Treasure'],1,3.0,,,3.0,,[],False,"{T}: Add one mana of any color.
{1}, {T}: Roll X six-sided dice, where X is the number of Bobbleheads you control. Create a tapped Treasure token for each even result. If you rolled 6 exactly seven times, you win the game.",True,4341.0
mister gutsy,artifact creature — robot soldier,rare,Fallout,PIP,True,2024-03-08,2024,[],0,2.0,1.0,1.0,4.0,,[],False,"Whenever you cast an Aura or Equipment spell, put a +1/+1 counter on this creature.
When this creature dies, create X Junk tokens, where X is the number of +1/+1 counters on it. (They're artifacts with ""{T}, Sacrifice this token: Exile the top card of your library. You may play that card this turn. Activate only as a sorcery."")",True,8756.0
nuka-cola vending machine,artifact,uncommon,Fallout,PIP,True,2024-03-08,2024,"['Food', 'Treasure']",2,3.0,,,3.0,,[],False,"{1}, {T}: Create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this token: You gain 3 life."")
Whenever you sacrifice a Food, create a tapped Treasure token. (It's an artifact with ""{T}, Sacrifice this token: Add one mana of any color."")",True,1400.0
nuka-nuke launcher,artifact — equipment,rare,Fallout,PIP,True,2024-03-08,2024,['Equip'],1,2.0,,,2.0,,[],False,"Equipped creature gets +3/+0 and has intimidate. (It can't be blocked except by artifact creatures and/or creatures that share a color with it.)
Whenever equipped creature attacks, until the end of defending player's next turn, that player gets two rad counters whenever they cast a spell.
Equip {3}",True,6819.0
perception bobblehead,artifact — bobblehead,uncommon,Fallout,PIP,True,2024-03-08,2024,[],0,3.0,,,3.0,,[],False,"{T}: Add one mana of any color.
{3}, {T}: Look at the top X cards of your library, where X is the number of Bobbleheads you control. You may cast a spell with mana value 3 or less from among them without paying its mana cost. Put the rest on the bottom of your library in a random order.",True,5759.0
pip-boy 3000,artifact — equipment,rare,Fallout,PIP,True,2024-03-08,2024,"['Check Map', 'Equip', 'Pick a Perk', 'Sort Inventory']",4,1.0,,,1.0,,[],False,"Whenever equipped creature attacks, choose one -
• Sort Inventory - Draw a card, then discard a card.
• Pick a Perk - Put a +1/+1 counter on that creature.
• Check Map - Untap up to two target lands.
Equip {2}",True,2637.0
recon craft theta,artifact — vehicle,rare,Fallout,PIP,True,2024-03-08,2024,"['Crew', 'Flying', 'Proliferate']",3,4.0,4.0,4.0,12.0,,[],False,"Flying
When this Vehicle enters, create a 0/0 blue Alien creature token. Put a +1/+1 counter on it.
Whenever this Vehicle attacks, proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.)
Crew 2",True,5995.0
silver shroud costume,artifact — equipment,uncommon,Fallout,PIP,True,2024-03-08,2024,"['Equip', 'Flash']",2,2.0,,,2.0,,[],False,"Flash
When this Equipment enters, attach it to target creature you control. That creature gains shroud until end of turn. (It can't be the target of spells or abilities.)
Equipped creature can't be blocked.
Equip {3}",True,1989.0
strength bobblehead,artifact — bobblehead,uncommon,Fallout,PIP,True,2024-03-08,2024,[],0,3.0,,,3.0,,[],False,"{T}: Add one mana of any color.
{3}, {T}: Put X +1/+1 counters on target creature, where X is the number of Bobbleheads you control. Activate only as a sorcery.",True,5815.0
survivor's med kit,artifact,uncommon,Fallout,PIP,True,2024-03-08,2024,"['Fancy Lads Snack Cakes', 'Food', 'RadAway', 'Stimpak']",4,1.0,,,1.0,,[],False,"{1}, {T}: Choose one that hasn't been chosen -
• Stimpak - Draw a card.
• Fancy Lads Snack Cakes - Create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this token: You gain 3 life."")
• RadAway - Target player loses all rad counters. Sacrifice this artifact.",True,12988.0
t-45 power armor,artifact — equipment,rare,Fallout,PIP,True,2024-03-08,2024,['Equip'],1,2.0,,,2.0,,[],False,"When this Equipment enters, you get {E}{E} (two energy counters).
Equipped creature gets +3/+3 and doesn't untap during its controller's untap step.
At the beginning of your upkeep, you may pay {E}. If you do, untap equipped creature, then put your choice of a menace, trample, or lifelink counter on it.
Equip {3}",True,8033.0
desolate mire,land,rare,Fallout,PIP,True,2024-03-08,2024,[],0,0.0,,,0.0,,[],False,"{1}, {T}: Add {W}{B}.",True,1213.0
diamond city,land,rare,Fallout,PIP,True,2024-03-08,2024,[],0,0.0,,,0.0,,[],False,"This land enters with a shield counter on it. (If it would be dealt damage or destroyed, remove a shield counter from it instead.)
{T}: Add {C}.
{T}: Move a shield counter from this land onto target creature. Activate only if two or more creatures entered the battlefield under your control this turn.",True,2911.0
